sale_id,boom_user_id,confidence,ev_email,ev_phone,ev_nombre,via
ft_sal_001677,bm_usr_004701,1.0,1.0,1.0,1.0,directo
ft_sal_001678,bm_usr_003840,1.0,1.0,1.0,1.0,directo
ft_sal_001680,,0.0,0.25,0.0,1.0,
ft_sal_001681,,0.0,0.25,0.0,1.0,
ft_sal_001682,bm_usr_001391,0.56,0.0,1.0,1.0,directo
ft_sal_001683,bm_usr_002912,1.0,1.0,1.0,1.0,directo
ft_sal_001684,bm_usr_004738,1.0,1.0,1.0,1.0,directo
ft_sal_001685,bm_usr_002980,0.934,0.85,1.0,1.0,directo
ft_sal_001686,bm_usr_000509,1.0,1.0,1.0,1.0,directo
ft_sal_001687,,0.0,0.25,0.0,1.0,
ft_sal_001688,,0.0,0.25,0.0,1.0,
ft_sal_001689,bm_usr_001164,0.64,1.0,0.0,1.0,directo
ft_sal_001690,bm_usr_000102,1.0,1.0,1.0,1.0,directo
ft_sal_001691,bm_usr_001708,0.64,1.0,0.0,1.0,directo
ft_sal_001692,,0.0,0.25,0.0,0.75,
ft_sal_001693,bm_usr_002751,1.0,1.0,1.0,1.0,directo
ft_sal_001694,bm_usr_002931,0.91,1.0,0.75,1.0,directo
ft_sal_001695,bm_usr_004968,1.0,1.0,1.0,1.0,directo
ft_sal_001696,bm_usr_004574,0.758,0.45,1.0,1.0,directo
ft_sal_001697,bm_usr_001593,1.0,1.0,1.0,1.0,directo
ft_sal_001698,bm_usr_000960,1.0,1.0,1.0,1.0,directo
ft_sal_001699,bm_usr_001369,0.64,1.0,0.0,1.0,directo
ft_sal_001700,bm_usr_002806,0.934,0.85,1.0,1.0,directo
ft_sal_001701,bm_usr_000230,0.91,1.0,0.75,1.0,directo
ft_sal_001702,,0.0,0.25,0.0,1.0,
ft_sal_001703,,0.0,0.25,0.0,0.75,
ft_sal_001704,bm_usr_001661,0.56,0.0,1.0,1.0,directo
ft_sal_001705,,0.0,0.25,0.0,1.0,
ft_sal_001706,bm_usr_004751,1.0,1.0,1.0,1.0,directo
ft_sal_001707,,0.0,0.25,0.0,1.0,
ft_sal_001708,bm_usr_002981,1.0,1.0,1.0,1.0,directo
ft_sal_001709,bm_usr_004215,0.64,1.0,0.0,1.0,directo
ft_sal_001710,bm_usr_000357,1.0,1.0,1.0,1.0,directo
ft_sal_001711,bm_usr_000353,1.0,1.0,1.0,1.0,directo
ft_sal_001712,bm_usr_005681,1.0,1.0,1.0,1.0,directo
ft_sal_001713,bm_usr_001640,1.0,1.0,1.0,1.0,directo
ft_sal_001714,bm_usr_001137,0.574,0.85,0.0,1.0,directo
ft_sal_001715,bm_usr_004933,1.0,1.0,1.0,1.0,directo
ft_sal_001716,bm_usr_003666,1.0,1.0,1.0,1.0,directo
ft_sal_001717,,0.0,0.25,0.0,1.0,
ft_sal_001718,,0.0,0.25,0.0,1.0,
ft_sal_001719,bm_usr_001913,1.0,1.0,1.0,1.0,directo
ft_sal_001720,bm_usr_001079,0.95,1.0,1.0,0.75,directo
ft_sal_001721,,0.0,0.25,0.0,1.0,
ft_sal_001722,,0.0,0.25,0.0,1.0,
ft_sal_001723,,0.0,0.25,0.0,1.0,
ft_sal_001724,,0.0,0.25,0.0,1.0,
ft_sal_001725,,0.0,0.0,0.75,1.0,
ft_sal_001726,bm_usr_002343,1.0,1.0,1.0,1.0,directo
ft_sal_001727,bm_usr_002015,0.64,1.0,0.0,1.0,directo
ft_sal_001728,,0.0,0.25,0.0,1.0,
ft_sal_001729,,0.0,0.25,0.0,1.0,
ft_sal_001730,,0.0,0.25,0.0,0.75,
ft_sal_001731,bm_usr_000831,1.0,1.0,1.0,1.0,directo
ft_sal_001732,,0.0,0.25,0.0,1.0,
ft_sal_001733,,0.0,0.25,0.0,1.0,
ft_sal_001734,,0.0,0.25,0.0,1.0,
ft_sal_001735,bm_usr_000029,1.0,1.0,1.0,1.0,directo
ft_sal_003475,,0.0,0.25,0.0,1.0,
ft_sal_001736,bm_usr_002259,0.91,1.0,0.75,1.0,directo
ft_sal_001737,bm_usr_005395,0.64,1.0,0.0,1.0,directo
ft_sal_001738,bm_usr_000539,0.91,1.0,0.75,1.0,directo
ft_sal_001739,,0.0,0.25,0.0,1.0,
ft_sal_001740,bm_usr_001736,1.0,1.0,1.0,1.0,directo
ft_sal_001741,bm_usr_006000,1.0,1.0,1.0,1.0,directo
ft_sal_001742,bm_usr_005198,0.64,1.0,0.0,1.0,directo
ft_sal_001743,bm_usr_005136,1.0,1.0,1.0,1.0,directo
ft_sal_001744,bm_usr_002082,0.574,0.85,0.0,1.0,directo
ft_sal_001745,bm_usr_004458,1.0,1.0,1.0,1.0,directo
ft_sal_001746,bm_usr_004719,1.0,1.0,1.0,1.0,directo
ft_sal_001747,,0.0,0.25,0.0,1.0,
ft_sal_001748,bm_usr_002321,1.0,1.0,1.0,1.0,directo
ft_sal_001749,bm_usr_002331,0.64,1.0,0.0,1.0,directo
ft_sal_001750,bm_usr_004902,1.0,1.0,1.0,1.0,directo
ft_sal_001751,,0.0,0.25,0.0,1.0,
ft_sal_001752,bm_usr_005947,1.0,1.0,1.0,1.0,directo
ft_sal_001753,,0.0,0.25,0.0,1.0,
ft_sal_001754,bm_usr_004419,0.56,0.0,1.0,1.0,directo
ft_sal_001755,,0.0,0.25,0.0,1.0,
ft_sal_001756,bm_usr_004309,0.934,0.85,1.0,1.0,directo
ft_sal_001757,bm_usr_003997,1.0,1.0,1.0,1.0,directo
ft_sal_001758,,0.0,0.25,0.0,0.75,
ft_sal_001759,bm_usr_000076,1.0,1.0,1.0,1.0,directo
ft_sal_001760,bm_usr_001685,0.95,1.0,1.0,0.75,directo
ft_sal_001761,,0.0,0.0,1.0,0.5,
ft_sal_001762,,0.0,0.25,0.0,1.0,
ft_sal_001763,bm_usr_001029,1.0,1.0,1.0,1.0,directo
ft_sal_001764,,0.0,0.25,0.0,1.0,
ft_sal_001765,,0.0,0.25,0.0,1.0,
ft_sal_001766,bm_usr_000723,0.91,1.0,0.75,1.0,directo
ft_sal_001767,,0.0,0.25,0.0,1.0,
ft_sal_001768,bm_usr_005381,1.0,1.0,1.0,1.0,directo
ft_sal_001769,bm_usr_005515,0.95,1.0,1.0,0.75,directo
ft_sal_001770,bm_usr_005983,1.0,1.0,1.0,1.0,directo
ft_sal_001771,,0.0,0.25,0.0,1.0,
ft_sal_001772,,0.0,0.25,0.0,1.0,
ft_sal_001773,bm_usr_004562,0.934,0.85,1.0,1.0,directo
ft_sal_001774,bm_usr_004590,1.0,1.0,1.0,1.0,directo
ft_sal_001775,,0.0,0.25,0.0,0.75,
ft_sal_001776,bm_usr_001159,1.0,1.0,1.0,1.0,directo
ft_sal_001777,bm_usr_003140,0.95,1.0,1.0,0.75,directo
ft_sal_001778,bm_usr_000272,0.934,0.85,1.0,1.0,directo
ft_sal_001779,bm_usr_001687,0.91,1.0,0.75,1.0,directo
ft_sal_001780,bm_usr_004906,1.0,1.0,1.0,1.0,directo
ft_sal_001781,,0.0,0.25,0.0,1.0,
ft_sal_001782,bm_usr_000247,0.934,0.85,1.0,1.0,directo
ft_sal_001783,,0.0,0.25,0.0,1.0,
ft_sal_001784,bm_usr_002800,1.0,1.0,1.0,1.0,directo
ft_sal_001785,bm_usr_001917,0.95,1.0,1.0,0.75,directo
ft_sal_001786,,0.0,0.25,0.0,1.0,
ft_sal_001787,bm_usr_003433,1.0,1.0,1.0,1.0,directo
ft_sal_001788,bm_usr_002764,1.0,1.0,1.0,1.0,directo
ft_sal_001789,,0.0,0.25,0.0,1.0,
ft_sal_001790,,0.0,0.25,0.0,1.0,
ft_sal_003700,,0.0,0.25,0.0,1.0,
ft_sal_001791,bm_usr_003628,1.0,1.0,1.0,1.0,directo
ft_sal_001792,bm_usr_005087,1.0,1.0,1.0,1.0,directo
ft_sal_001793,,0.0,0.25,0.0,1.0,
ft_sal_001794,,0.0,0.25,0.0,1.0,
ft_sal_001795,bm_usr_003738,0.85,1.0,0.0,0.0,propagado
ft_sal_001796,,0.0,0.25,0.0,0.75,
ft_sal_001797,,0.0,0.0,0.75,1.0,
ft_sal_001798,bm_usr_000186,0.64,1.0,0.0,1.0,directo
ft_sal_001799,bm_usr_003539,0.91,1.0,0.75,1.0,directo
ft_sal_001800,bm_usr_003387,0.64,1.0,0.0,1.0,directo
ft_sal_001801,bm_usr_002388,1.0,1.0,1.0,1.0,directo
ft_sal_001802,bm_usr_002594,0.91,1.0,0.75,1.0,directo
ft_sal_001803,bm_usr_003298,1.0,1.0,1.0,1.0,directo
ft_sal_001804,bm_usr_003914,0.91,1.0,0.75,1.0,directo
ft_sal_001805,bm_usr_005912,1.0,1.0,1.0,1.0,directo
ft_sal_001806,bm_usr_004930,1.0,1.0,1.0,1.0,directo
ft_sal_001807,bm_usr_004395,1.0,1.0,1.0,1.0,directo
ft_sal_001808,,0.0,0.25,0.0,1.0,
ft_sal_001809,,0.0,0.25,0.0,1.0,
ft_sal_001810,bm_usr_005955,1.0,1.0,1.0,1.0,directo
ft_sal_001811,bm_usr_001888,0.91,1.0,0.75,1.0,directo
ft_sal_001812,bm_usr_005729,1.0,1.0,1.0,1.0,directo
ft_sal_001813,bm_usr_004244,0.91,1.0,0.75,1.0,directo
ft_sal_001814,bm_usr_004436,0.64,1.0,0.0,1.0,directo
ft_sal_001815,bm_usr_000328,1.0,1.0,1.0,1.0,directo
ft_sal_001816,bm_usr_004533,0.64,1.0,0.0,1.0,directo
ft_sal_001817,bm_usr_004803,1.0,1.0,1.0,1.0,directo
ft_sal_001818,,0.0,0.25,0.0,1.0,
ft_sal_001819,,0.0,0.25,0.0,1.0,
ft_sal_001820,bm_usr_002308,0.934,0.85,1.0,1.0,directo
ft_sal_001821,bm_usr_003478,1.0,1.0,1.0,1.0,directo
ft_sal_001822,bm_usr_005193,0.91,1.0,0.75,1.0,directo
ft_sal_001823,,0.0,0.25,0.0,1.0,
ft_sal_001824,,0.0,0.25,0.0,1.0,
ft_sal_001825,bm_usr_002830,0.85,1.0,0.0,0.0,propagado
ft_sal_001826,bm_usr_005569,1.0,1.0,1.0,1.0,directo
ft_sal_001827,bm_usr_002235,1.0,1.0,1.0,1.0,directo
ft_sal_001828,bm_usr_001825,0.758,0.45,1.0,1.0,directo
ft_sal_001829,bm_usr_000896,0.758,0.45,1.0,1.0,directo
ft_sal_001830,,0.0,0.25,0.0,1.0,
ft_sal_001831,,0.0,0.25,0.0,1.0,
ft_sal_001832,bm_usr_000028,0.64,1.0,0.0,1.0,directo
ft_sal_001833,bm_usr_000681,1.0,1.0,1.0,1.0,directo
ft_sal_001834,bm_usr_001405,1.0,1.0,1.0,1.0,directo
ft_sal_001835,,0.0,0.25,0.0,1.0,
ft_sal_001836,,0.0,0.25,0.0,1.0,
ft_sal_001837,,0.0,1.0,0.0,0.0,
ft_sal_001838,bm_usr_001431,1.0,1.0,1.0,1.0,directo
ft_sal_001839,bm_usr_004909,0.91,1.0,0.75,1.0,directo
ft_sal_001840,bm_usr_001825,0.758,0.45,1.0,1.0,directo
ft_sal_001841,bm_usr_005690,0.91,1.0,0.75,1.0,directo
ft_sal_001842,,0.0,0.25,0.0,1.0,
ft_sal_001843,bm_usr_001697,1.0,1.0,1.0,1.0,directo
ft_sal_001844,bm_usr_002225,1.0,1.0,1.0,1.0,directo
ft_sal_001845,bm_usr_005127,1.0,1.0,1.0,1.0,directo
ft_sal_001846,bm_usr_000298,1.0,1.0,1.0,1.0,directo
ft_sal_003701,bm_usr_004116,0.91,1.0,0.75,1.0,directo
ft_sal_001847,,0.0,0.25,0.0,1.0,
ft_sal_001848,,0.0,0.25,0.0,1.0,
ft_sal_001849,bm_usr_000128,0.64,1.0,0.0,1.0,directo
ft_sal_001850,bm_usr_003747,1.0,1.0,1.0,1.0,directo
ft_sal_001851,,0.0,0.25,0.0,1.0,
ft_sal_001852,bm_usr_002806,0.56,0.0,1.0,1.0,directo
ft_sal_001853,bm_usr_004812,1.0,1.0,1.0,1.0,directo
ft_sal_001854,,0.0,0.25,0.0,1.0,
ft_sal_001855,,0.0,0.25,0.0,1.0,
ft_sal_001856,bm_usr_001826,1.0,1.0,1.0,1.0,directo
ft_sal_001857,bm_usr_000518,0.934,0.85,1.0,1.0,directo
ft_sal_001858,bm_usr_004742,0.64,1.0,0.0,1.0,directo
ft_sal_001859,bm_usr_003532,1.0,1.0,1.0,1.0,directo
ft_sal_001860,bm_usr_003704,0.884,0.85,1.0,0.75,directo
ft_sal_001861,bm_usr_000378,0.934,0.85,1.0,1.0,directo
ft_sal_001862,,0.0,0.25,0.0,0.75,
ft_sal_001863,bm_usr_002122,1.0,1.0,1.0,1.0,directo
ft_sal_001864,,0.0,0.25,0.0,1.0,
ft_sal_001865,bm_usr_002104,1.0,1.0,1.0,1.0,directo
ft_sal_001866,,0.0,0.25,0.0,1.0,
ft_sal_001867,bm_usr_000018,1.0,1.0,1.0,1.0,directo
ft_sal_001868,bm_usr_005408,0.56,0.0,1.0,1.0,directo
ft_sal_001869,bm_usr_002184,1.0,1.0,1.0,1.0,directo
ft_sal_001870,,0.0,0.25,0.0,1.0,
ft_sal_001871,bm_usr_005150,0.934,0.85,1.0,1.0,directo
ft_sal_001872,,0.0,0.25,0.0,1.0,
ft_sal_001873,bm_usr_001812,1.0,1.0,1.0,1.0,directo
ft_sal_001874,bm_usr_001710,1.0,1.0,1.0,1.0,directo
ft_sal_001875,,0.0,0.25,0.0,1.0,
ft_sal_001876,bm_usr_002886,0.64,1.0,0.0,1.0,directo
ft_sal_001877,bm_usr_005903,1.0,1.0,1.0,1.0,directo
ft_sal_001878,bm_usr_003199,0.844,0.85,0.75,1.0,directo
ft_sal_001879,bm_usr_001288,0.64,1.0,0.0,1.0,directo
ft_sal_001880,bm_usr_003628,0.91,1.0,0.75,1.0,directo
ft_sal_001881,,0.0,0.25,0.0,1.0,
ft_sal_001882,,0.0,0.25,0.0,1.0,
ft_sal_001883,,0.0,0.25,0.0,1.0,
ft_sal_001884,,0.0,0.25,0.0,1.0,
ft_sal_001885,,0.0,0.25,0.0,1.0,
ft_sal_001886,bm_usr_002165,1.0,1.0,1.0,1.0,directo
ft_sal_001887,,0.0,0.25,0.0,1.0,
ft_sal_001888,bm_usr_001818,1.0,1.0,1.0,1.0,directo
ft_sal_001889,,0.0,0.25,0.0,1.0,
ft_sal_001890,bm_usr_004204,1.0,1.0,1.0,1.0,directo
ft_sal_001891,bm_usr_001270,1.0,1.0,1.0,1.0,directo
ft_sal_001892,bm_usr_004552,1.0,1.0,1.0,1.0,directo
ft_sal_001893,bm_usr_001921,1.0,1.0,1.0,1.0,directo
ft_sal_001894,bm_usr_005072,1.0,1.0,1.0,1.0,directo
ft_sal_001895,bm_usr_002990,0.64,1.0,0.0,1.0,directo
ft_sal_001896,,0.0,0.25,0.0,1.0,
ft_sal_001897,,0.0,0.25,0.0,1.0,
ft_sal_001898,bm_usr_004229,0.95,1.0,1.0,0.75,directo
ft_sal_001899,bm_usr_001940,0.64,1.0,0.0,1.0,directo
ft_sal_001900,bm_usr_004275,0.64,1.0,0.0,1.0,directo
ft_sal_001901,,0.0,0.25,0.0,1.0,
ft_sal_001902,bm_usr_000438,0.64,1.0,0.0,1.0,directo
ft_sal_004150,,0.0,0.25,0.0,0.75,
ft_sal_001903,bm_usr_002390,1.0,1.0,1.0,1.0,directo
ft_sal_001904,bm_usr_000359,0.95,1.0,1.0,0.75,directo
ft_sal_001905,bm_usr_004182,1.0,1.0,1.0,1.0,directo
ft_sal_001906,bm_usr_000849,1.0,1.0,1.0,1.0,directo
ft_sal_001907,,0.0,0.25,0.0,1.0,
ft_sal_001908,bm_usr_003699,1.0,1.0,1.0,1.0,directo
ft_sal_001909,bm_usr_003570,1.0,1.0,1.0,1.0,directo
ft_sal_001910,bm_usr_001975,0.64,1.0,0.0,1.0,directo
ft_sal_001911,bm_usr_000455,1.0,1.0,1.0,1.0,directo
ft_sal_001912,,0.0,0.25,0.0,1.0,
ft_sal_001913,bm_usr_005978,1.0,1.0,1.0,1.0,directo
ft_sal_001914,,0.0,0.25,0.0,1.0,
ft_sal_001915,,0.0,0.25,0.0,0.75,
ft_sal_001916,bm_usr_000083,1.0,1.0,1.0,1.0,directo
ft_sal_001917,bm_usr_001418,1.0,1.0,1.0,1.0,directo
ft_sal_001918,bm_usr_005128,1.0,1.0,1.0,1.0,directo
ft_sal_001919,bm_usr_003005,1.0,1.0,1.0,1.0,directo
ft_sal_001920,bm_usr_001965,0.64,1.0,0.0,1.0,directo
ft_sal_001921,,0.0,0.25,0.0,1.0,
ft_sal_001922,bm_usr_005246,1.0,1.0,1.0,1.0,directo
ft_sal_001923,bm_usr_001423,1.0,1.0,1.0,1.0,directo
ft_sal_001924,,0.0,0.25,0.0,1.0,
ft_sal_001925,bm_usr_001946,0.91,1.0,0.75,1.0,directo
ft_sal_001926,,0.0,0.25,0.0,1.0,
ft_sal_001927,,0.0,0.25,0.0,1.0,
ft_sal_001928,bm_usr_005794,1.0,1.0,1.0,1.0,directo
ft_sal_001929,bm_usr_004383,0.64,1.0,0.0,1.0,directo
ft_sal_001930,bm_usr_002300,0.758,0.45,1.0,1.0,directo
ft_sal_001931,bm_usr_005499,1.0,1.0,1.0,1.0,directo
ft_sal_001932,,0.0,0.25,0.0,0.75,
ft_sal_001933,bm_usr_004499,1.0,1.0,1.0,1.0,directo
ft_sal_001934,,0.0,0.25,0.0,1.0,
ft_sal_001935,,0.0,0.25,0.0,1.0,
ft_sal_001936,bm_usr_002980,1.0,1.0,1.0,1.0,directo
ft_sal_001937,bm_usr_005103,1.0,1.0,1.0,1.0,directo
ft_sal_001938,,0.0,0.25,0.0,1.0,
ft_sal_001939,,0.0,0.25,0.0,1.0,
ft_sal_001940,,0.0,0.25,0.0,1.0,
ft_sal_001941,bm_usr_004941,1.0,1.0,1.0,1.0,directo
ft_sal_001942,bm_usr_003276,1.0,1.0,1.0,1.0,directo
ft_sal_001943,,0.0,0.25,0.0,1.0,
ft_sal_001944,bm_usr_004211,1.0,1.0,1.0,1.0,directo
ft_sal_001945,bm_usr_005883,1.0,1.0,1.0,1.0,directo
ft_sal_001946,,0.0,0.25,0.0,1.0,
ft_sal_001947,bm_usr_000994,1.0,1.0,1.0,1.0,directo
ft_sal_001948,bm_usr_002411,0.64,1.0,0.0,1.0,directo
ft_sal_001949,bm_usr_005693,0.844,0.85,0.75,1.0,directo
ft_sal_001950,bm_usr_003427,0.934,0.85,1.0,1.0,directo
ft_sal_001951,bm_usr_004849,1.0,1.0,1.0,1.0,directo
ft_sal_001952,bm_usr_005048,1.0,1.0,1.0,1.0,directo
ft_sal_001953,,0.0,0.25,0.0,1.0,
ft_sal_001954,bm_usr_004525,1.0,1.0,1.0,1.0,directo
ft_sal_001955,bm_usr_005003,1.0,1.0,1.0,1.0,directo
ft_sal_001956,bm_usr_003514,1.0,1.0,1.0,1.0,directo
ft_sal_001957,bm_usr_000499,1.0,1.0,1.0,1.0,directo
ft_sal_001958,,0.0,0.25,0.0,1.0,
ft_sal_001959,,0.0,0.25,0.0,1.0,
ft_sal_001960,,0.0,0.25,0.0,1.0,
ft_sal_001961,,0.0,0.25,0.0,1.0,
ft_sal_001962,bm_usr_003882,1.0,1.0,1.0,1.0,directo
ft_sal_001963,,0.0,0.25,0.0,1.0,
ft_sal_001964,,0.0,0.25,0.0,1.0,
ft_sal_001965,bm_usr_003733,0.934,0.85,1.0,1.0,directo
ft_sal_001966,,0.0,0.25,0.0,1.0,
ft_sal_001967,bm_usr_004176,0.91,1.0,0.75,1.0,directo
ft_sal_001968,bm_usr_003540,1.0,1.0,1.0,1.0,directo
ft_sal_001969,bm_usr_005613,1.0,1.0,1.0,1.0,directo
ft_sal_001970,bm_usr_000324,1.0,1.0,1.0,1.0,directo
ft_sal_001971,bm_usr_004839,1.0,1.0,1.0,1.0,directo
ft_sal_001972,,0.0,0.25,0.0,1.0,
ft_sal_001973,bm_usr_003438,0.934,0.85,1.0,1.0,directo
ft_sal_001974,,0.0,0.25,0.0,1.0,
ft_sal_001975,bm_usr_004068,0.64,1.0,0.0,1.0,directo
ft_sal_001976,bm_usr_003891,0.64,1.0,0.0,1.0,directo
ft_sal_001977,,0.0,0.25,0.0,1.0,
ft_sal_001978,,0.0,0.25,0.0,1.0,
ft_sal_001979,bm_usr_000887,1.0,1.0,1.0,1.0,directo
ft_sal_001980,bm_usr_003103,0.64,1.0,0.0,1.0,directo
ft_sal_001981,,0.0,0.25,0.0,0.75,
ft_sal_001982,,0.0,0.25,0.0,1.0,
ft_sal_001983,,0.0,0.25,0.0,1.0,
ft_sal_001984,,0.0,0.25,0.0,0.75,
ft_sal_001985,,0.0,0.25,0.0,1.0,
ft_sal_001986,bm_usr_004227,1.0,1.0,1.0,1.0,directo
ft_sal_001987,,0.0,0.25,0.0,1.0,
ft_sal_001988,bm_usr_005824,1.0,1.0,1.0,1.0,directo
ft_sal_001989,,0.0,0.25,0.0,1.0,
ft_sal_001990,bm_usr_004105,1.0,1.0,1.0,1.0,directo
ft_sal_001991,bm_usr_002362,1.0,1.0,1.0,1.0,directo
ft_sal_001992,,0.0,0.25,0.0,1.0,
ft_sal_001993,bm_usr_003407,0.91,1.0,0.75,1.0,directo
ft_sal_001994,,0.0,0.25,0.0,1.0,
ft_sal_001995,bm_usr_000950,0.574,0.85,0.0,1.0,directo
ft_sal_001996,,0.0,0.25,0.0,1.0,
ft_sal_001997,,0.0,0.25,0.0,1.0,
ft_sal_001998,,0.0,0.25,0.0,1.0,
ft_sal_001999,bm_usr_002201,0.59,1.0,0.0,0.75,directo
ft_sal_002000,bm_usr_001228,0.8075,1.0,0.0,0.0,propagado
ft_sal_002001,,0.0,0.25,0.0,1.0,
ft_sal_002002,bm_usr_003007,1.0,1.0,1.0,1.0,directo
ft_sal_002003,,0.0,0.25,0.0,1.0,
ft_sal_002004,,0.0,0.25,0.0,1.0,
ft_sal_002005,,0.0,0.25,0.0,1.0,
ft_sal_002006,bm_usr_002463,0.934,0.85,1.0,1.0,directo
ft_sal_002007,,0.0,0.25,0.0,1.0,
ft_sal_002008,bm_usr_001464,0.64,1.0,0.0,1.0,directo
ft_sal_002009,,0.0,0.25,0.0,0.75,
ft_sal_002010,,0.0,0.25,0.0,1.0,
ft_sal_002011,bm_usr_000213,1.0,1.0,1.0,1.0,directo
ft_sal_002012,bm_usr_001993,1.0,1.0,1.0,1.0,directo
ft_sal_002013,,0.0,0.25,0.0,1.0,
ft_sal_002014,,0.0,0.25,0.0,1.0,
ft_sal_002015,bm_usr_005042,0.64,1.0,0.0,1.0,directo
ft_sal_002016,,0.0,0.25,0.0,1.0,
ft_sal_002017,,0.0,0.25,0.0,1.0,
ft_sal_002018,,0.0,0.25,0.0,1.0,
ft_sal_002019,,0.0,0.25,0.0,1.0,
ft_sal_002020,,0.0,0.25,0.0,1.0,
ft_sal_002021,,0.0,0.25,0.0,1.0,
ft_sal_002022,,0.0,0.0,1.0,0.75,
ft_sal_002023,,0.0,0.25,0.0,1.0,
ft_sal_002024,,0.0,0.25,0.0,1.0,
ft_sal_002025,bm_usr_001048,1.0,1.0,1.0,1.0,directo
ft_sal_002026,,0.0,0.25,0.0,1.0,
ft_sal_002027,,0.0,0.25,0.0,1.0,
ft_sal_002028,bm_usr_000120,1.0,1.0,1.0,1.0,directo
ft_sal_002029,,0.0,0.25,0.0,1.0,
ft_sal_002030,,0.0,0.25,0.0,1.0,
ft_sal_002031,bm_usr_000562,0.934,0.85,1.0,1.0,directo
ft_sal_002032,,0.0,0.25,0.0,1.0,
ft_sal_002033,,0.0,0.25,0.0,1.0,
ft_sal_002034,bm_usr_005069,1.0,1.0,1.0,1.0,directo
ft_sal_002035,bm_usr_000370,1.0,1.0,1.0,1.0,directo
ft_sal_002036,,0.0,0.25,0.0,0.75,
ft_sal_002037,bm_usr_004246,1.0,1.0,1.0,1.0,directo
ft_sal_002038,,0.0,0.25,0.0,1.0,
ft_sal_002039,,0.0,0.25,0.0,1.0,
ft_sal_002040,,0.0,0.25,0.0,1.0,
ft_sal_002041,,0.0,0.25,0.0,1.0,
ft_sal_002042,bm_usr_005889,0.95,1.0,1.0,0.75,directo
ft_sal_002043,,0.0,0.25,0.0,1.0,
ft_sal_002044,,0.0,0.25,0.0,1.0,
ft_sal_002045,bm_usr_004519,0.934,0.85,1.0,1.0,directo
ft_sal_002046,,0.0,0.25,0.0,1.0,
ft_sal_002047,bm_usr_002921,0.574,0.85,0.0,1.0,directo
ft_sal_002048,,0.0,0.25,0.0,1.0,
ft_sal_002049,,0.0,0.25,0.0,1.0,
ft_sal_002050,,0.0,0.25,0.0,1.0,
ft_sal_002051,,0.0,0.25,0.0,1.0,
ft_sal_002052,bm_usr_002873,1.0,1.0,1.0,1.0,directo
ft_sal_002053,bm_usr_005607,0.91,1.0,0.75,1.0,directo
ft_sal_002054,bm_usr_000881,1.0,1.0,1.0,1.0,directo
ft_sal_002055,,0.0,0.25,0.0,1.0,
ft_sal_002056,bm_usr_003628,0.85,0.0,1.0,1.0,propagado
ft_sal_002057,,0.0,0.25,0.0,1.0,
ft_sal_002058,,0.0,0.25,0.0,1.0,
ft_sal_002059,,0.0,0.25,0.0,1.0,
ft_sal_002060,bm_usr_002409,1.0,1.0,1.0,1.0,directo
ft_sal_002061,bm_usr_000662,1.0,1.0,1.0,1.0,directo
ft_sal_002062,,0.0,0.25,0.0,1.0,
ft_sal_002063,bm_usr_002773,1.0,1.0,1.0,1.0,directo
ft_sal_002064,bm_usr_000545,1.0,1.0,1.0,1.0,directo
ft_sal_002065,bm_usr_000874,0.758,0.45,1.0,1.0,directo
ft_sal_002066,bm_usr_000965,1.0,1.0,1.0,1.0,directo
ft_sal_002067,bm_usr_002836,1.0,1.0,1.0,1.0,directo
ft_sal_002068,bm_usr_000834,1.0,1.0,1.0,1.0,directo
ft_sal_002069,,0.0,0.25,0.0,1.0,
ft_sal_002070,,0.0,0.25,0.0,1.0,
ft_sal_002071,,0.0,0.25,0.0,1.0,
ft_sal_002072,bm_usr_000210,1.0,1.0,1.0,1.0,directo
ft_sal_002073,bm_usr_004582,1.0,1.0,1.0,1.0,directo
ft_sal_002074,,0.0,0.25,0.0,1.0,
ft_sal_002075,bm_usr_002127,1.0,1.0,1.0,1.0,directo
ft_sal_002076,,0.0,0.25,0.0,1.0,
ft_sal_002077,,0.0,0.25,0.0,1.0,
ft_sal_002078,bm_usr_005477,1.0,1.0,1.0,1.0,directo
ft_sal_002079,,0.0,0.25,0.0,1.0,
ft_sal_002080,bm_usr_005051,1.0,1.0,1.0,1.0,directo
ft_sal_002081,bm_usr_003591,1.0,1.0,1.0,1.0,directo
ft_sal_002082,,0.0,0.25,0.0,1.0,
ft_sal_002083,bm_usr_002180,0.56,0.0,1.0,1.0,directo
ft_sal_002084,,0.0,0.25,0.0,1.0,
ft_sal_002085,bm_usr_005406,1.0,1.0,1.0,1.0,directo
ft_sal_002086,,0.0,0.25,0.0,1.0,
ft_sal_002087,,0.0,0.65,0.0,1.0,
ft_sal_002088,,0.0,0.25,0.0,1.0,
ft_sal_002089,bm_usr_001714,0.64,1.0,0.0,1.0,directo
ft_sal_002090,bm_usr_002350,1.0,1.0,1.0,1.0,directo
ft_sal_002091,bm_usr_002432,1.0,1.0,1.0,1.0,directo
ft_sal_002092,bm_usr_002221,1.0,1.0,1.0,1.0,directo
ft_sal_002093,,0.0,0.25,0.0,1.0,
ft_sal_002094,bm_usr_005577,0.64,1.0,0.0,1.0,directo
ft_sal_002095,bm_usr_000425,1.0,1.0,1.0,1.0,directo
ft_sal_002096,,0.0,0.25,0.0,1.0,
ft_sal_002097,,0.0,0.25,0.0,1.0,
ft_sal_002098,,0.0,0.25,0.0,1.0,
